,Symbol,priceEarningsRatio,returnOnEquity,priceEarningsToGrowthRatio,priceToSalesRatio,priceToBookRatio,debtEquityRatio,priceToFreeCashFlowsRatio,EPS,dividendPayoutRatio,Dividend Yield,Net Profit Margin,debtRatio,Dividends per Share Growth,10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Sector,2016 PRICE VAR [%],intercept
951,FWP,0.0,-0.2094,,0.0,,0.0,0.0,-0.07,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-20.886077304711574,1
952,ALBO,,,,,,,,,,,,,0.0,0.0,0.0,0.0,Healthcare,84.68748789280701,1
953,JYNT,0.0,-0.4254,,4.2747,4.1285,0.0281,0.0,-0.88,,0.0,-0.6359,0.0174,0.0,,,0.0,Healthcare,-54.0727884899939,1
954,CWBR,0.0,-0.3952,,0.0,3.6567,0.0209,0.0,-0.12,,0.0,0.0,0.0193,0.0,,,,Healthcare,84.68467800873235,1
955,IRIX,8.7129,0.2975,8.6720063757721,2.0229,2.6235,0.0,25.2611,1.01,-0.0,0.0,0.2345,0.0,0.0,0.0,0.0,0.0,Healthcare,59.772728578118226,1
956,CYAD,0.0,-0.2612,,168277.0773,,0.0061,0.0,-3.7242,,0.0,-9704.6666,0.0042,0.0,,,,Healthcare,-65.83958519809461,1
957,AKER,0.0,-1.4102,,2.9433,1.2142,0.0,0.0,-14.48,,0.0,-4.4027,0.0,0.0,,,0.0,Healthcare,45.70551879901881,1
958,ATRI,24.3267,0.2007,23.694949662921,4.7701,5.2634,0.0,22.6239,15.67,0.20981849611063,0.0087,0.1985,0.0,0.1871,0.182,-0.2076,-0.3515,Healthcare,36.83385869127951,1
959,AHPI,0.0,-0.0859,,0.3554,0.609,0.0,18.7207,-0.44,,0.0,-0.0501,0.0,0.0,0.0,0.0,0.0,Healthcare,-5.660372265889813,1
960,ARCT,0.0,-0.0274,,14.0198,1.2783,0.0,10.9818,-0.94,,0.0,-0.3099,0.0,0.0,,,0.0,Healthcare,-66.34615451794471,1
961,AZRX,0.0,1.6338,,0.0,0.0,-1.812,0.0,-1.63,,0.0,0.0,0.9838,0.0,,,,Healthcare,-4.819282068998336,1
962,BLPH,0.0,-1.5315,,0.0,1.2719,0.0,0.0,-3.79,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-82.00692172833828,1
963,BSTC,30.4752,0.2146,30.503500690191,13.067,6.6738,0.0,27.6592,1.41,-0.0,0.0,0.4228,0.0,0.0,0.0,0.0,0.0,Healthcare,43.04058224782465,1
964,CHEK,0.0,-0.9717,,0.0,,0.0,0.0,-12.67,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,16.915421980705574,1
965,CYCC,0.0,-0.7615,,8.9256,0.9292,0.0,0.0,-5.36,,0.0,-7.3776,0.0,0.0,0.0,0.0,0.0,Healthcare,-10.034016005184874,1
966,DRAD,5.1239,0.3996,4.2860226386322005,1.8482,2.332,0.0,48.0665,11.3,0.17712569316080998,0.0345,0.3558,0.0,0.0,0.0,0.0,0.0,Healthcare,-6.536703040547616,1
967,EDAP,0.0,-0.1155,,3.184,,0.2874,138.8988,-0.076,,0.0,-0.0517,0.1075,0.0,0.0,0.0,0.0,Healthcare,-17.380353960904277,1
968,EKSO,0.0,-2.2241,,12.0584,14.9093,0.0091,0.0,-1.66,,0.0,-2.2619,0.0025,0.0,,,0.0,Healthcare,-44.257701771743925,1
969,EYES,0.0,-0.9879,,23.5938,10.4304,0.0,0.0,-0.56,,0.0,-2.2366,0.0,0.0,,,0.0,Healthcare,-64.82142746144409,1
970,IRMD,41.2206,0.2358,40.95949414602,9.8208,9.8039,0.0,42.0509,0.68,-0.0,0.0,0.2383,0.0,0.0,,,0.0,Healthcare,-57.842763335992615,1
971,KTOV,0.0,-0.4456,,0.0,,0.015,0.0,-4.4,,0.0,0.0,0.013,0.0,,,,Healthcare,0.6798286998391889,1
972,NVUS,0.0,-0.7305,,0.0,3.1912,0.0,0.0,-18.09,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-87.9408133944535,1
973,OGEN,0.0,-2.4754,,0.0,11.9182,0.0134,0.0,-3.2,,0.0,0.0,0.011,0.0,0.0,0.0,0.0,Healthcare,-60.58394036096642,1
974,OPNT,0.0,0.8392,,8.7002,0.0,0.0,0.0,-3.88,,0.0,-4.5406,0.0,0.0,,0.0,0.0,Healthcare,-43.674697670401535,1
975,RGLS,0.0,-0.4493,,21.987,3.7213,0.0,0.0,-12.96,,0.0,-2.6855,0.0,0.0,,0.0,0.0,Healthcare,-73.74562333579931,1
976,SLS,0.0,-4.7289,,0.0,0.0,0.3507,0.0,-12345.012,,0.0,0.0,0.0577,0.0,0.0,0.0,0.0,Healthcare,-93.26388888888887,1
977,SYN,0.0,-2.7249,,0.0,12.9718,0.0,0.0,-18.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthcare,-66.5198220223994,1
978,TENX,0.0,,,12756.375,87.7647,,0.0,-216.0,,0.0,,,0.0,0.0,0.0,0.0,Healthcare,-38.67924381182314,1
979,TNXP,0.0,-1.1935,,0.0,3.6025,0.0,0.0,-2862.0,,0.0,0.0,0.0,0.0,,0.0,0.0,Healthcare,-93.83202099737534,1
980,TRIB,12.25,0.1019,50.883936964581004,11.0691,,0.434,0.0,0.96,0.23394200770784,0.0187,0.2175,0.2552,0.0,0.0,0.0,0.1362,Healthcare,-40.75342555233093,1
981,XENE,0.0,-0.2581,,7.4202,1.8935,0.0,0.0,-1.1,,0.0,-1.0112,0.0,0.0,,,0.0,Healthcare,-3.2663345180380428,1
982,XTNT,0.0,-0.245,,0.5608,0.0,12.4724,0.0,-2.88,,0.0,-0.0366,0.785,0.0,,0.0,0.0,Healthcare,-79.70479762691113,1
983,PRTO,0.0,-0.3372,,0.0,4.0339,0.0,0.0,-1.3,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-86.46723660028147,1
984,VRML,0.0,-1.0894,,43.003,5.3392,0.0,0.0,-0.41,,0.0,-8.7804,0.0,0.0,0.0,0.0,0.0,Healthcare,-46.62921329502385,1
985,ACER,0.0,-1.25,,7.4861,2.0073,0.0154,0.0,-21.217,,0.0,-4.7018,0.0103,0.0,0.0,0.0,0.0,Healthcare,-65.67164214795565,1
986,VLRX,0.0,1.2596,,3.9548,0.0,-1.296,0.0,-44602.0,,0.0,-3.713,2.2175,,,,,Healthcare,-16.666666666666664,1
987,SMMT,0.0,-0.8783,,0.0,,0.1663,0.0,-0.4367,,0.0,0.0,0.1111,0.0,,,,Healthcare,-22.181814367120925,1
988,AEZS,0.0,-2.3198,,5.385,,0.0,0.0,-18.14,,0.0,-92.0055,0.0,0.0,0.0,0.0,0.0,Healthcare,-18.18182212262105,1
989,AKTX,0.0,-0.9302,,0.0,,0.0,0.0,-0.5,,0.0,0.0,0.0,0.0,,0.0,0.0,Healthcare,-48.42490726303009,1
990,ALPN,0.0,-0.0044,,243.0835,0.1843,0.0,3.1963,-0.74,,0.0,-0.75,0.0,0.0,,,0.0,Healthcare,-69.27297638877678,1
991,AMS,0.0,-0.0756,,0.5964,0.4903,1.1484,1.2905,-0.28,,0.0,-0.092,0.4272,0.0,-1.0,0.0,0.0,Healthcare,77.24867354434893,1
992,APEN,0.0,0.2051,,0.11,0.0,-0.5218,0.0,-151.9,,0.0,-0.4046,0.6636,0.0,0.0,0.0,0.0,Healthcare,-28.21724047195505,1
993,APOP,0.0,-0.9687,,0.0,,0.0,0.0,-0.1761,,0.0,0.0,0.0,0.0,,,,Healthcare,-41.69811392730137,1
994,ATEC,0.0,4.8851,,0.2257,0.0,-2.1933,0.0,-21.53,,0.0,-1.3296,0.5482,0.0,,0.0,0.0,Healthcare,-10.833329911585116,1
995,BASI,12.0714,0.1024,12.431264786168999,0.6035,1.4093,0.4508,20.391,0.14,-0.0,0.0,0.0484,0.2031,0.0,0.0,0.0,0.0,Healthcare,-50.0,1
996,BCLI,0.0,-0.6008,,0.0,3.7569,0.0,0.0,-0.46,,0.0,0.0,0.0,0.0,,0.0,0.0,Healthcare,-13.898307769608776,1
997,BLFS,0.0,-0.4953,,4.12,5.8124,0.0,0.0,-0.35,,0.0,-0.6534,0.0,0.0,0.0,0.0,0.0,Healthcare,-21.46341210954741,1
998,BMRA,0.0,-0.0592,,1.4311,1.3452,0.0,0.0,-0.04,,0.0,-0.0668,0.0,0.0,,,0.0,Healthcare,76.92307974459868,1
999,BNTC,0.0,-0.482,,1150.2417,,0.0,0.0,-15.3467,,0.0,-10.6466,0.0,0.0,,,,Healthcare,-63.48448921741984,1
1000,BPTH,0.0,-0.5568,,0.0,15.3326,0.0,0.0,-12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthcare,5.46875,1
1001,BVXV,0.0,-0.304,,0.0,,0.0,0.0,-0.0257,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-10.975288481411145,1
1002,CANF,0.0,-0.4909,,96.8032,,0.0,0.0,-6.2484,,0.0,-30.7465,0.0,0.0,,0.0,0.0,Healthcare,-16.491226285521748,1
1003,CAPR,0.0,12.4614,,9.0442,0.0,-8.8739,0.0,-8.1,,0.0,-2.3302,0.5698,0.0,,0.0,0.0,Healthcare,-9.523807052350296,1
1004,CATS,0.0,0.8279,,7.3208,0.0,-0.4273,0.0,-1.08,,0.0,-2.6702,1.2944,0.0,0.0,0.0,0.0,Healthcare,154.28573309969826,1
1005,CBLI,0.0,-1.2781,,13.8286,2.4919,0.0,0.0,-1.79,,0.0,-4.6664,0.0,0.0,0.0,0.0,0.0,Healthcare,-57.228916095257986,1
1006,CCM,0.0,-0.0563,,1.0586,,1.0891,0.0,-0.2684,,0.0315,-0.127,0.4217,-0.4132,,0.0,0.0,Healthcare,-3.5639429134950413,1
1007,CDMOP,,,,,,,,,,,-1.8518518518519,,,,,,Healthcare,-0.2930049351686405,1
1008,CEMI,0.0,-0.1357,,2.1158,2.9222,0.0,39.094,-0.25,,0.0,-0.0988,0.0,0.0,0.0,0.0,0.0,Healthcare,30.51823687036674,1
1009,CHMA,0.0,-0.2514,,0.0,1.5281,0.0,0.0,-3.25,,0.0,0.0,0.0,0.0,,,,Healthcare,-89.97429320723063,1
1010,CLBS,0.0,-3.411,,2.6594,4.4091,0.7074,0.0,-16.67,,0.0,-3.5969,0.2933,0.0,0.0,0.0,0.0,Healthcare,-73.79629746549575,1
1011,CLRB,0.0,-3.3307,,0.0,0.0,0.2065,0.0,-70.3,,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,Healthcare,-83.28767149415734,1
1012,CTXR,0.0,4.569,,0.0,0.0,0.0,0.0,-1.37,,0.0,0.0,0.0,0.0,,,,Healthcare,-76.00000054986627,1
1013,CVM,0.0,7.2848,,102.2986,0.0,-3.1058,0.0,-10.51,,0.0,-52.7737,0.518,0.0,0.0,0.0,0.0,Healthcare,-82.5,1
1014,CYCCP,,,,,,,,,,,-7.0,,,,,,Healthcare,79.12421679913497,1
1015,CYTR,0.0,-4.454,,877.3037,19.6832,0.0,0.0,-5.82,,0.0,-585.8719,0.0,0.0,0.0,-1.0,0.0,Healthcare,-85.54687449068295,1
1016,DARE,0.0,-0.8123,,0.0,1.5721,0.417,0.0,-15.6,,0.0,0.0,0.2598,0.0,,,0.0,Healthcare,-76.71052627451202,1
1018,DVCR,30.1852,0.1224,28.52914408867,0.1316,3.7675,4.515,0.0,0.27,0.82943349753695,0.027000000000000003,0.0042,0.4370000000000001,0.0,0.0,0.0046,0.0,Healthcare,27.005482901623807,1
1019,DYNT,0.0,-0.308,,0.2796,1.1447,0.8652,3.0515,-1.73,,0.0,-0.0773,0.33,0.0,0.0,0.0,0.0,Healthcare,-20.33898757128008,1
1020,ELMD,14.2308,0.0785,13.74283125825,0.7753,1.1623,0.0899,6.6491,0.13,-0.0,0.0,0.0563,0.0719,0.0,,0.0,0.0,Healthcare,101.03628082324579,1
1021,EPIX,0.0,-2.1718,,0.0,,0.0,0.0,-7.9045,,0.0,0.0,0.0,0.0,,,,Healthcare,-53.404256130786656,1
1022,ERYP,0.0,-0.3185,,122.4719,,0.015,0.0,-2.3453,,0.0,-5.1256,0.0134,,,,,Healthcare,0.0,1
1023,EVFM,0.0,-1.8128,,0.0,0.8018,0.4184,0.0,-18.91,,0.0,0.0,0.2483,0.0,,,0.0,Healthcare,-21.126767263630946,1
1024,EVGN,0.0,-0.1659,,18.3372,,0.0,0.0,-0.68,,0.0,-1.5467,0.0,0.0,,0.0,0.0,Healthcare,-37.346441160581755,1
1025,EVOK,0.0,-3.4983,,0.0,6.7908,1.2638,0.0,-1.87,,0.0,0.0,0.4594,0.0,,,0.0,Healthcare,-38.03681021976123,1
1026,EYEG,0.0,-1.3789,,0.0,2.7748,0.0,0.0,-40.5,,0.0,0.0,0.0,0.0,,,,Healthcare,-38.35098119765914,1
1027,FCRE,0.0,-2.7214,,0.1309,1.3084,0.0386,0.0,-8.54,,0.0,-0.4553,0.0143,0.0,0.0,0.0,0.0,Healthcare,0.0,1
1028,FLGT,0.0,-1.6156,,10.2569,22.1883,0.0,0.0,-0.61,,0.0,-0.8682,0.0,0.0,,,,Healthcare,26.034850873598884,1
1029,GEMP,0.0,0.7293,,0.0,0.0,-0.5189,0.0,-4.54,,0.0,0.0,1.4307,0.0,,,,Healthcare,-14.782608695652176,1
1030,GENE,0.0,-0.4647,,122.8213,,0.0,0.0,-0.379,,0.0,-2.899,0.0,0.0,0.0,0.0,0.0,Healthcare,-57.8124973806552,1
1031,ICCC,18.85,0.1143,18.907663733197,2.252,2.1704,0.3002,92.7741,0.4,-0.0,0.0,0.1186,0.2191,0.0,0.0,0.0,0.0,Healthcare,-19.91924701570848,1
1032,IDXG,0.0,-0.871,,0.8334,0.0,0.644,0.0,-7.34,,0.0,-1.204,0.124,0.0,0.0,0.0,0.0,Healthcare,10.000002384185793,1
1033,IMMP,0.0,-1.3022,,851.2802,,0.0611,0.0,-0.0177,,0.0,-15.3625,0.0487,0.0,,0.0,0.0,Healthcare,-40.508477720026605,1
1034,ISR,0.0,-0.1771,,17.6428,3.9092,0.0,0.0,-0.07,,0.0,-0.7992,0.0,0.0,0.0,0.0,0.0,Healthcare,-40.20618905118011,1
1035,KMDA,0.0,-0.1554,,2.1365,,0.0026,0.0,-0.31,,0.0,-0.1612,0.0018,0.0,,0.0,0.0,Healthcare,29.14692133237348,1
1036,KZIA,0.0,-0.1598,,95.3698,,0.0,0.0,-2.3035,,0.0,-2.512,0.0,0.0,0.0,0.0,0.0,Healthcare,-28.29267986327101,1
1037,LAKE,6.1185,0.1328,6.111458837956902,0.6231,0.937,0.1439,25.82,1.35,-0.0,0.0,0.0899,0.0977,0.0,0.0,0.0,0.0,Healthcare,-12.605042420877485,1
1038,LLIT,0.0,-1.5877,,17.8941,,0.5772,0.0,-1.71,,0.0,-13.8468,0.2679,0.0,,0.0,0.0,Healthcare,-29.245279199417357,1
1039,MESO,0.0,-0.2057,,263.9051,,0.0,0.0,-1.499,,0.0,-4.8704,0.0,0.0,,,,Healthcare,-13.430419850499973,1
1040,MICR,0.0,-0.0624,,0.7119,2.2288,0.5791,47.257,-0.15,,0.0,-0.02,0.2989,0.0,-1.0,-1.0,-1.0,Healthcare,-30.275227792555352,1
1041,MLSS,0.0,-0.5304,,5.3178,5.2899,0.0,0.0,-0.26,,0.0,-0.5760000000000001,0.0,0.0,0.0,0.0,0.0,Healthcare,-40.677964475023984,1
1042,MSON,12.8378,0.2345,12.92623669243,3.2988,3.4765,0.0,4207.6702,0.74,-0.0,0.0,0.2509,0.0,0.0,0.0,0.0,0.0,Healthcare,16.629461660429996,1
1043,MTFB,0.0,-0.2865,,0.0,,0.1261,0.0,-0.14,,0.0,0.0,0.1072,0.0,,,,Healthcare,10.75133838547549,1
1044,MTP,0.0,-0.2154,,118.049,,0.0416,0.0,-5.3097,,0.0,-7.3447,0.0304,0.0,,,,Healthcare,-43.78818484889214,1
1045,MYOS,0.0,-1.4488,,38.8718,3.6488,0.1926,0.0,-1.64,,0.0,-31.9371,0.1264,0.0,,0.0,0.0,Healthcare,-34.5898040771559,1
1046,NAOV,0.0,13.799,,86.3337,0.0,0.0,0.0,-0.82,,0.0,-19.619,0.0,0.0,,,,Healthcare,24.16666252745539,1
1047,NAVB,0.0,0.5076,,68.7208,0.0,-1.1247,0.0,-3.6,,0.0,-9.1468,4.0816,0.0,0.0,0.0,0.0,Healthcare,-50.38759469283922,1
1048,NBY,0.0,3.7217,,1.6062,0.0,-0.3246,0.0,-6.82,,0.0,-4.3307,0.326,0.0,0.0,0.0,0.0,Healthcare,63.366335815640575,1
1049,NMRD,0.0,1.4387,,0.0,0.0,0.0,0.0,-0.01,,0.0,0.0,0.0,0.0,,,,Healthcare,-14.285714285714285,1
1050,NNVC,0.0,-0.0692,,0.0,3.1643,0.2259,0.0,-0.8,,0.0,0.0,0.1625,0.0,,0.0,0.0,Healthcare,-6.140349409550095,1
1051,OPGN,0.0,-2.3164,,7.545,3.0543,0.2101,0.0,-1100.0,,0.0,-5.4951,0.1144,0.0,,,,Healthcare,-34.77027793533749,1
1052,ORMP,0.0,-0.2913,,0.0,2.5999,0.0,0.0,-0.67,,0.0,0.0,0.0,0.0,,0.0,0.0,Healthcare,-27.915193750905647,1
1053,PAVM,0.0,-2.8026,,0.0,23.6329,0.0,0.0,-0.16,,0.0,0.0,0.0,,,,,Healthcare,38.00000190734863,1
1054,PDEX,0.0,-0.0431,,0.7238,1.2785,0.0119,0.0,-0.09,,0.0,-0.0273,0.0081,0.0,0.0,0.0,0.0,Healthcare,95.020732028112,1
1055,PMD,36.2143,0.1294,31.809203545202,2.0384,4.7102,0.5047,19.7006,0.28,2.14493712773,0.0592,0.056,0.2674,0.0,0.0524,0.0456,0.0,Healthcare,163.5955246770471,1
1056,PRPH,0.0,-0.4077,,10.1752,2.9016,0.166,0.0,-0.22,,0.0,-1.4297,0.0989,0.0,0.0,0.0,0.0,Healthcare,43.88490869538553,1
1057,SLNO,0.0,-4.9347,,37.6635,10.9741,0.0,0.0,-8.45,,0.0,-26.1881,0.0,0.0,,,,Healthcare,-56.2162141542177,1
1058,SRTS,0.0,-0.0401,,5.7959,4.5959,0.0714,0.0,-0.08,,0.0,-0.0231,0.0439,0.0,,,,Healthcare,-10.25640879339901,1
1059,SSKN,0.0,-1.5508,,0.6112,0.0,1.2426,0.0,-16.35,,0.0,-1.3489,0.3991,0.0,0.0,0.0,0.0,Healthcare,-60.71428419375904,1
1060,SSY,50.3333,0.0073,58.199714285713995,0.1934,0.4712,0.3589,8.5949,0.03,-0.0,0.0,0.0033,0.2108,0.0,0.0,0.0,0.0,Healthcare,23.46938924459751,1
1061,TRIL,0.0,-0.53,,0.0,,0.0117,0.0,-2.6334,,0.0,0.0,0.0101,0.0,,,,Healthcare,-54.79999923706055,1
1062,VTGN,0.0,0.6759,,0.0,0.0,-0.6943,0.0,-10.53,,0.0,0.0,52.8862,0.0,,,0.0,Healthcare,-62.32323067879844,1
1063,VVUS,0.0,13.1414,,1.112,0.0,-32.6591,0.0,-9.0,,0.0,-0.9757,0.8347,0.0,0.0,0.0,0.0,Healthcare,7.476637429863714,1
1064,VXRT,,,,,,,,-3.52,,,-0.2649,,,,,,Healthcare,-37.878791063275024,1
1065,XBIO,0.0,-1.8926,,0.0,0.0,0.6125,0.0,-35.52,,0.0,0.0,0.2394,0.0,,,0.0,Healthcare,-15.686278054152869,1
1066,XBIT,0.0,-0.3637,,0.0,3.3944,0.0,0.0,-1.22,,0.0,0.0,0.0,0.0,,,0.0,Healthcare,-3.0651312996745355,1
1067,XTLB,0.0,-0.8821,,0.0,,0.0,0.0,-1.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthcare,-57.71811844276885,1
1068,CMCSA,17.2043,0.1562,15.914587309270999,1.861,0.0,1.0067,14.6918,1.64,0.29854220262159004,0.0173,0.1096,0.3159,0.4408,0.0,0.2084,0.1443,Consumer Cyclical,26.19976506019021,1
1069,SIRI,45.2222,-3.0616,42.007004872637,4.6418,0.0,-32.7248,19.7259,0.09,-0.0,0.0,0.1115,0.6771,0.0,0.0,0.0,-1.0,Consumer Cyclical,12.930991837437976,1
1070,CZR,0.1902,6.0881,0.19038941587619,0.29100000000000004,0.0,7.0557,0.0,41.49,-0.0,0.0,1.5294,0.5705,0.0,,0.0,0.0,Consumer Cyclical,9.819124694522335,1
1071,F,7.5753,0.2574,6.0617825078714,0.3739,1.9523,4.6384,6.1925,1.86,0.32279940322798995,0.0426,0.0493,0.5907,0.2,0.0414,0.0,0.4422,Consumer Cyclical,-9.032181931327694,1
1072,NKE,26.7789,0.2576,25.541883656429,2.859,7.1157,0.0992,23.5183,1.9,0.27467155514818,0.0106,0.107,0.0583,0.1613,0.1704,0.1574,0.0831,Consumer Cyclical,-16.160479099509367,1
1073,BABA,49.8951,0.1668,64.146368245331,21.5408,,0.3616,46.4387,1.6683,-0.0,0.0,0.3184,0.2059,0.0,,,0.0,Consumer Cyclical,14.49992797390188,1
1074,GM,5.5663,0.243,4.7964425312274015,0.3899,1.5569,1.5829,10.8837,6.11,0.2314442035718,0.0406,0.0714,0.3247,0.15,,0.0,0.0,Consumer Cyclical,9.714590546146836,1
1075,TWX,,,,,,,,4.69,,,0.13631837257273,,,,,,Consumer Cyclical,48.69069855499827,1
1076,LOW,25.0037,0.2707,22.6582423376,1.1726,6.6136,1.1394,16.0752,2.71,0.30467012601927,0.0128,0.048,0.3581,0.2429,0.2777,0.1963,0.1796,Consumer Cyclical,-3.9202987497459847,1
1077,MAT,25.1574,0.1403,22.815811853303998,1.6168,7.3939,0.7981,19.1835,1.08,1.3942899062304,0.0559,0.0648,0.3216,0.0,0.1176,0.1286,0.0702,Consumer Cyclical,5.4382155081562855,1
1078,MIK,25.1028,-0.103,25.109735458497,1.1581,0.0,-1.4751,17.9435,1.07,0.0024379585547046,0.0,0.0459,1.5882,0.0,,0.0,0.0,Consumer Cyclical,-8.337062965162032,1
1079,DIS,20.9798,0.1883,19.915393175853,3.341,18.3021,0.3894,24.7081,4.95,0.36542591267001,0.0174,0.1598,0.1966,1.1047,0.2239,0.3891,0.4449,Consumer Cyclical,2.7249098367626656,1
1080,LEN,13.3212,0.1421,13.004255718904,1.118,1.875,0.8896,0.0,3.78,0.041340450918801,0.0032,0.0847,0.3485,0.0,-0.1198,0.0,0.0,Consumer Cyclical,-7.751637223939991,1
1081,MGM,0.0,-0.0874,,1.2877,0.0,2.5123,0.0,-0.82,,0.0,-0.045,0.5101,0.0,0.0,0.0,0.0,Consumer Cyclical,29.573043573899692,1
1082,HOME,12.5,-0.0012,,1.3023,0.0,1.2685,0.0,-0.01,,0.0,-0.0009,0.4728,0.0,,,,Consumer Cyclical,-2.4666659037272134,1
1083,CCL,22.3584,0.0739,20.811454423998,2.5936,2.0951,0.3697,18.1056,2.26,0.46442800227661,0.0218,0.1118,0.2239,0.1,0.0324,0.2242,0.0323,Consumer Cyclical,-0.5591157138298372,1
1084,DISCA,16.7799,0.1897,11.146769825919002,1.7963,0.0,1.419,9.6774,1.59,-0.0,0.0,0.1617,0.4876,0.0,,0.0,0.0,Consumer Cyclical,3.7864445504644295,1
1086,KBH,15.3152,0.0501,14.89233892466,0.4279,0.7683,1.5387,7.3483,0.92,0.10852639911156,0.0071,0.0279,0.5115,0.0,-0.1825,-0.1674,-0.1018,Consumer Cyclical,32.297348105368144,1
1087,DISCK,,,,,,,,1.59,,,0.16374726305912,,,,,,Consumer Cyclical,6.438795107544595,1
1088,ETSY,0.0,-0.1636,,3.3856,2.5099,0.1966,61.0934,-0.59,,0.0,-0.1977,0.1175,0.0,,,0.0,Consumer Cyclical,42.96116577892394,1
1089,GES,16.4234,0.0881,13.057482736596999,0.6427,1.4995,0.0072,18.734,1.11,0.81426456593,0.0499,0.0391,0.0048,0.1375,0.0,0.1512,0.0439,Consumer Cyclical,-32.26253401215151,1
1090,WYNN,35.8497,-1.744,33.327274646935,1.7242,0.0,-81.7088,0.0,1.93,2.5557222592043,0.0434,0.0479,0.8748,-0.4286,0.0,-0.188,-0.319,Consumer Cyclical,28.684937720158025,1
1091,HBI,26.7054,0.2917,23.417072196080998,2.024,0.0,1.4305,24.2854,1.01,0.29567708809722,0.0111,0.076,0.3809,1.0,0.0,0.0,0.0,Consumer Cyclical,-25.06508546729326,1
1092,CHS,39.5238,0.0685,33.109498785599996,0.9424,3.5868,0.0,15.1668,0.42,0.70811095125385,0.0181,0.024,0.0,0.25,0.0,0.0,0.1447,Consumer Cyclical,39.307782345523854,1
1093,SBUX,30.3098,0.4739,28.231681163414997,4.3195,22.2604,0.4035,34.1156,1.84,0.33676651918474,0.0115,0.1439,0.1891,0.2308,0.0,0.4096,0.2347,Consumer Cyclical,-3.2769818874182834,1
1094,LVS,17.749000000000006,0.2884,15.175269175992,2.9853,5.1716,1.3707,18.0851,2.47,1.3769074262462,0.0593,0.1682,0.4479,0.3,0.0,0.0,-0.1149,Consumer Cyclical,29.918619313173732,1
1095,IMAX,44.9873,0.0895,44.036048162739,6.5787,4.4236,0.0469,331.9138,0.79,-0.0,0.0,0.1494,0.0315,0.0,0.0,0.0,0.0,Consumer Cyclical,-7.429241410520379,1
1096,HD,22.0316,0.6806,19.915133617021,1.6546,17.1407,1.8448,20.4041,4.74,0.39873916469661,0.018000000000000002,0.0763,0.4305,0.2051,0.1919,0.1587,0.2182,Consumer Cyclical,4.473638751088286,1
1097,MLCO,86.1538,0.0244,215.12273313673,6.905,,0.9484,0.0,0.195,0.5943431019319699,0.0068,0.0266,0.401,-0.8151,0.0,0.0,0.0,Consumer Cyclical,-0.12312607735317685,1
1098,DHI,14.322,0.1274,13.701196909819,0.9949,1.8544,0.6466,15.3771,2.05,0.12201944851472,0.0086,0.0694,0.3418,0.8261,-0.0195,0.1093,0.1888,Consumer Cyclical,-9.008593899556963,1
1099,HRB,17.5814,0.2584,15.302365826717,2.7036,8.6796,0.2761,16.5329,1.72,0.4643807939399999,0.0265,0.1539,0.1121,0.0,0.0641,0.0592,0.0455,Consumer Cyclical,-27.63101181075339,1
1100,IPG,20.973000000000006,0.2313,18.610742476903,1.2425,0.0,0.8879,18.014,1.11,0.4300483941927,0.0206,0.0597,0.1387,0.2632,0.0,0.0,0.2599,Consumer Cyclical,5.296554032649442,1
1101,NYT,36.0,0.0459,59.857989873,1.4024,3.0913,0.8951,14.7844,0.38,0.7463296003843001,0.0117,0.021,0.2533,3.0,-0.1267,0.0,0.0,Consumer Cyclical,3.5560666719003384,1
1102,JCP,0.0,-0.3746,,0.1848,1.1859,2.78,0.0,-2.35,,0.0,-0.0585,0.5162,0.0,-1.0,-1.0,-1.0,Consumer Cyclical,19.22526068524033,1
1103,TV,124.417,0.1247,826.4610694056,104.467,,1.3435,1453.854,0.2187,0.099475050084175,0.0002,0.1238,0.4171,0.0,-0.0768,0.0,-0.1191,Consumer Cyclical,-21.69027141367548,1
1104,SEE,27.362,0.6363,25.78386627907,1.9965,0.0,8.6541,10.9434,1.63,0.31842576028623,0.0117,0.076,0.616,0.0,0.0,0.0079,0.0,Consumer Cyclical,6.730062482643057,1
1105,M,14.9256,0.2837,12.051026772533,0.7885,19.4561,1.3591,12.2231,4.3,0.27588466579292,0.0185,0.0543,0.3427,0.2505,0.1619,0.4281,0.5029,Consumer Cyclical,4.099599356623286,1
1106,TSLA,0.0,-0.82,,7.768,29.3898,2.488,0.0,-6.93,,0.0,-0.2196,0.3342,0.0,,0.0,0.0,Consumer Cyclical,-4.350745741629317,1
1107,TPR,23.9658,0.1616,21.907735884692002,2.3063,5.7010000000000005,0.3576,13.0697,1.46,0.92395626242545,0.0386,0.096,0.1908,0.0007,0.0,0.2922,0.1149,Consumer Cyclical,7.807039082865379,1
